answer,pySATEN2,rVAD,inaSpeechSegmenter,Silero_vad,SpeechBrain,WebRTC,WhisperX
2.2,2.1750000000000003,2.04,,2.2,1.9199999570846558,0.53,2.14
4.3234391,4.325,3.06,,4.6,5.150000095367432,5.99,4.604
1.566259,1.53,1.43,,1.5,1.2300000190734863,0.0,1.55
3.951837,3.735,2.11,,4.1,5.299999713897705,5.34,4.03
2.250014,2.2350000000000003,2.25,,2.2,,0.0,2.225
4.53606,3.3,2.9,,4.7,,5.34,5.296
1.015,1.045,,,1.1,0.25999999046325684,0.0,1.06
2.2126505,2.2199999999999998,,,2.5,3.1599998474121094,3.11,2.326
1.963846,1.955,,,2.0,1.7999999523162842,0.01,1.972
3.448247,3.405,,,3.6,4.889999866485596,4.97,3.743
2.024333,2.0250000000000004,1.94,,2.1,1.9399999380111694,0.0,2.039
3.470833,3.21,2.5100000000000002,,3.6,4.259999752044678,4.15,3.777
1.85,1.855,2.16,,1.9,1.5799999237060547,0.01,1.803
4.3964355,3.4899999999999998,3.59,,4.7,4.329999923706055,5.92,4.807
1.956339,1.94,,,2.0,1.6899999380111694,0.01,1.921
5.3259,5.085,,,5.5,7.049999713897705,7.11,6.055
1.937731,1.945,,,1.9,1.7999999523162842,0.0,1.887
4.938391,4.42,,,5.1,5.269999980926514,5.74,5.768
1.96,1.97,2.24,,2.2,1.6100000143051147,0.0,1.921
8.4,8.19,8.46,,8.5,6.25,9.85,8.654
2.708844,2.7800000000000002,2.73,,2.8,2.5399999618530273,0.0,2.798
10.995011,10.674999999999999,9.84,,10.8,7.179999828338623,12.91,11.033
2.070676,2.115,3.27,,2.1,,0.0,2.107
10.202353,9.895,5.07,,10.1,,11.01,11.033
1.625,1.62,1.53,,1.6,1.2899999618530273,0.0,1.533
4.6046,4.430000000000001,2.35,,4.8,6.179999828338623,6.22,4.942
1.660756,1.66,,,1.7,1.2899999618530273,0.0,0.031
5.39677,5.105,,,5.3,6.869999885559082,6.91,5.38
1.789917,1.835,1.8,,1.8,1.5699999332427979,0.0,1.702
5.348433,4.42,2.62,,5.3,6.039999961853027,6.1000000000000005,6.123
1.1900001,1.255,2.3000000000000003,,1.2,0.8199999928474426,0.0,1.178
3.1793667,2.77,2.83,,3.3,4.099999904632568,4.69,3.288
1.736054,1.73,,,1.8,1.649999976158142,0.0,1.651
4.315638,3.58,,,4.0,4.980000019073486,5.6000000000000005,4.165
1.837248,2.165,2.39,,1.9,1.7599999904632568,0.0,1.735
4.239792,3.545,3.0100000000000002,,4.0,4.859999656677246,5.1000000000000005,5.127
1.4349999,1.485,1.44,1.56,1.5,1.1299999952316284,0.0,1.465
4.4019865,4.405,4.48,4.2,4.6,5.670000076293945,5.79,4.672
2.399546,2.475,2.45,,2.5,2.1599998474121094,0.0,2.461
6.288655,5.48,3.22,,6.5,7.789999961853027,7.8100000000000005,7.827
1.709398,1.825,,,1.7,1.5199999809265137,0.0,1.668
5.289438,4.49,,,5.4,5.949999809265137,5.97,5.971
1.5864915,1.59,2.09,,1.9,1.3199999332427979,0.0,1.583
4.6273593,4.65,3.49,,5.2,5.869999885559082,5.8,5.178
2.411298,2.4250000000000003,3.0100000000000002,,2.5,2.379999876022339,0.11,2.444
6.180016,5.915,4.09,,6.3,7.489999771118164,7.640000000000001,7.658
2.445606,2.415,2.38,,2.5,2.429999828338623,0.0,2.41
6.153171,5.805000000000001,4.87,,6.2,7.0,7.03,7.135
1.08,1.1,2.13,,1.2,0.6299999952316284,0.04,1.094
3.4918911,3.475,3.06,,3.8,4.769999980926514,4.5200000000000005,3.727
1.533809,1.565,1.67,,1.7,1.46999990940094,0.01,1.533
4.60495,4.6000000000000005,2.5300000000000002,,4.9,6.179999828338623,6.2,5.752
2.581441,2.6100000000000003,,,2.7,2.6499998569488525,0.0,2.613
5.586945,5.1000000000000005,,,5.8,5.529999732971191,6.47,6.477
1.475,1.525,3.5100000000000002,,1.6,1.1699999570846558,0.0,1.533
5.2343672,5.265000000000001,4.78,,5.5,5.440000057220459,6.79,5.718
2.029966,2.015,1.8800000000000001,,2.0,1.6699999570846558,0.0,0.031
7.543036,7.0200000000000005,2.6,,7.8,8.489999771118164,9.34,8.975
2.143032,2.1450000000000005,4.28,,2.3,2.0,0.0,2.123
6.477051,5.545,4.93,,6.4,7.349999904632568,7.37,7.388
1.1,1.11,1.12,,1.1,,0.0,1.06
2.9456673,2.8499999999999996,2.59,,3.1,,4.18,3.119
1.850508,1.835,,,1.9,1.459999918937683,0.01,1.786
4.288839,4.115,,,4.5,5.699999809265137,5.74,4.435
1.885802,1.875,2.93,,1.9,1.6999999284744263,0.0,1.786
3.990556,3.4899999999999998,3.8200000000000003,,4.1,4.619999885559082,4.87,4.891
2.415,2.4850000000000003,2.72,,2.8,2.2699999809265137,0.0,2.393
5.4189398,5.2700000000000005,4.17,,5.5,5.809999942779541,6.76,5.701
1.958346,1.9949999999999999,,,2.0,1.8199999332427979,0.0,1.988
6.027465,5.805000000000001,,,5.8,6.989999771118164,7.24,7.27
2.070295,2.1050000000000004,4.69,,2.1,1.9900000095367432,0.02,2.073
5.824207,5.415,5.5200000000000005,,5.6,6.779999732971191,6.84,6.157
1.73,1.74,2.33,,2.1,1.2899999618530273,0.0,1.752
6.3870437,5.715000000000001,4.36,,6.6,6.409999847412109,8.16,6.697
1.804241,1.84,6.08,,1.9,0.0,0.08,1.853
8.376729,8.11,7.4,,8.6,8.229999542236328,10.43,8.873
2.446561,2.455,2.3000000000000003,,2.6,2.4700000286102295,0.01,2.528
8.40975,7.025,7.17,,8.5,8.470000267028809,9.21,9.228
1.765,1.84,,,1.9,1.4900000095367432,0.0,1.702
4.5360445,4.525,,,4.6,5.639999866485596,5.62,4.655
2.182236,2.1750000000000003,,,2.2,2.0299999713897705,0.01,2.14
5.785826,5.765000000000001,,,5.8,7.089999675750732,7.24,6.19
2.275932,2.41,2.13,,2.4,2.1499998569488525,0.0,2.242
5.720184,4.885000000000001,4.86,,5.7,5.549999713897705,6.37,6.393
2.075,2.095,2.12,,2.1,,0.0,1.988
5.1702525,5.195,3.35,,5.5,,6.5200000000000005,5.617
2.039967,2.06,,,2.1,1.7899999618530273,0.0,2.039
6.053487,5.835,,,6.0,5.119999885559082,7.37,6.308
