answer,pySATEN2,rVAD,inaSpeechSegmenter,Silero_vad,SpeechBrain,WebRTC,WhisperX
2.2,0.59,,,,,0.0,
4.3234391,5.970000000000001,,,,,5.99,
1.566259,0.79,,,,,0.0,
3.951837,5.34,,,,,5.34,
2.250014,0.32999999999999996,,,,,0.0,
4.53606,5.34,,,,,5.34,
1.015,0.27,,,,,0.0,
2.2126505,2.925,,,,,3.19,
1.963846,0.25,,,,,0.0,
3.448247,4.970000000000001,,,,,4.97,
2.024333,0.39,,,,,0.0,
3.470833,4.505020833333333,,,,,4.5,
1.85,0.32999999999999996,,,,,0.0,
4.3964355,5.87,,,,,5.96,
1.956339,0.14,,,,,0.0,
5.3259,7.11,,,,,7.11,
1.937731,1.435,,,,,0.0,
4.938391,5.74165625,,,,,5.74,
1.96,0.0,,,,,0.0,
8.4,8.889999999999999,,,,,9.85,
2.708844,0.24500000000000002,,,,,0.0,
10.995011,12.918322916666666,,,,,12.91,
2.070676,0.0,,,,,0.0,
10.202353,9.69,,,,,11.01,
1.625,0.52,,,,,0.0,
4.6046,6.15,,,,,6.22,
1.660756,2.6950000000000003,,,,,0.0,
5.39677,6.86,,,,,6.91,
1.789917,0.79,,,,,0.0,
5.348433,6.108322916666666,,,,,6.1000000000000005,
1.1900001,1.095,,,,,0.0,
3.1793667,4.6450000000000005,,,,,4.69,
1.736054,0.375,,,,,0.0,
4.315638,5.6066666666666665,,,,,5.6000000000000005,
1.837248,0.31500000000000006,,,,,0.0,
4.239792,4.765000000000001,,,,,5.1000000000000005,
1.4349999,0.375,,,,,0.0,
4.4019865,5.795020833333333,,,,,5.79,
2.399546,0.30000000000000004,,,,,0.0,
6.288655,7.6000000000000005,,,,,7.8100000000000005,
1.709398,0.905,,,,,0.0,
5.289438,5.855,,,,,5.97,
1.5864915,0.28500000000000003,,,,,0.0,
4.6273593,5.880000000000001,,,,,5.89,
2.411298,0.2,,,,,0.0,
6.180016,7.6433333333333335,,,,,7.640000000000001,
2.445606,0.23500000000000001,,,,,0.0,
6.153171,7.11,,,,,7.11,
1.08,0.14500000000000002,,,,,0.0,
3.4918911,4.575,,,,,4.86,
1.533809,0.375,,,,,0.0,
4.60495,5.8950000000000005,,,,,6.2,
2.581441,1.805,,,,,0.0,
5.586945,6.4750000000000005,,,,,6.47,
1.475,0.0,,,,,0.0,
5.2343672,6.795020833333333,,,,,6.79,
2.029966,0.0,,,,,0.0,
7.543036,9.346666666666666,,,,,9.34,
2.143032,0.0,,,,,0.0,
6.477051,6.920000000000001,,,,,7.37,
1.1,0.42000000000000004,,,,,0.0,
2.9456673,4.115,,,,,4.19,
1.850508,0.73,,,,,0.0,
4.288839,5.74165625,,,,,5.74,
1.885802,1.54,,,,,0.0,
3.990556,4.873333333333333,,,,,4.87,
2.415,0.42500000000000004,,,,,0.0,
5.4189398,6.2700000000000005,,,,,6.76,
1.958346,0.75,,,,,0.0,
6.027465,7.24,,,,,7.24,
2.070295,0.13,,,,,0.0,
5.824207,6.84165625,,,,,6.84,
1.73,0.30000000000000004,,,,,0.0,
6.3870437,6.73,,,,,8.26,
1.804241,0.010000000000000002,,,,,0.0,
8.376729,10.434999999999999,,,,,10.58,
2.446561,0.17500000000000002,,,,,0.0,
8.40975,8.19,,,,,9.21,
1.765,0.075,,,,,0.0,
4.5360445,5.795020833333333,,,,,5.79,
2.182236,0.0,,,,,0.0,
5.785826,7.243333333333333,,,,,7.24,
2.275932,0.835,,,,,0.0,
5.720184,6.375020833333333,,,,,6.37,
2.075,1.41,,,,,0.0,
5.1702525,6.528322916666666,,,,,6.5200000000000005,
2.039967,0.125,,,,,0.0,
6.053487,7.16,,,,,7.37,
2.252001,0.485,,,,,0.0,
6.091743,6.28,,,,,7.01,
1.8379543,0.625,,,,,0.0,
5.1383339,6.995020833333333,,,,,6.99,
2.048741,0.41500000000000004,,,,,0.0,
6.366566,7.6850000000000005,,,,,7.71,
2.445317,0.0,,,,,0.0,
6.730474,7.49,,,,,7.640000000000001,
1.325,0.645,,,,,0.0,
3.7031087,4.63,,,,,4.63,
2.128447,1.41,,,,,0.0,
5.213152,6.175000000000001,,,,,6.5,
1.736259,0.30000000000000004,,,,,0.0,
4.711549,5.235,,,,,5.44,
1.39,0.33999999999999997,,,,,0.0,
2.9004262,3.5149999999999997,,,,,3.86,
1.928258,0.32499999999999996,,,,,0.0,
4.013098,5.25,,,,,5.34,
2.202095,0.020000000000000004,,,,,0.0,
4.123066,4.973333333333334,,,,,4.97,
1.3049999,1.525,,,,,0.0,
5.1813546,6.205,,,,,6.390000000000001,
1.997205,0.5599999999999999,,,,,0.0,
7.600439,8.805,,,,,8.81,
2.178198,0.87,,,,,0.0,
7.162346,7.976666666666667,,,,,7.97,
0.9,0.0,,,,,0.0,
2.7769152,3.763333333333333,,,,,3.7600000000000002,
2.18522,0.08,,,,,0.0,
4.78481,6.14165625,,,,,6.140000000000001,
1.950567,0.0,,,,,0.0,
4.367341,5.295,,,,,5.3,
1.365,0.165,,,,,0.0,
3.4682991,3.5949999999999998,,,,,4.23,
2.367393,2.995,,,,,0.0,
5.000861,6.335,,,,,6.37,
2.311792,0.155,,,,,0.0,
4.749206,5.445,,,,,5.64,
1.47,0.135,,,,,0.0,
4.8349688,6.095020833333334,,,,,6.09,
2.445905,0.10500000000000001,,,,,0.0,
6.895392,7.3500000000000005,,,,,8.51,
2.030385,0.0,,,,,0.0,
6.276291,7.235,,,,,7.37,
1.465,0.13,,,,,0.0,
5.8796773,6.828322916666667,,,,,6.82,
2.234921,0.0,,,,,0.0,
8.40465,8.514999999999999,,,,,9.88,
1.979271,0.64,,,,,0.0,
7.0839,7.61,,,,,7.61,
1.8099999,1.0,,,,,0.0,
5.0803254,6.328322916666667,,,,,6.32,
2.291627,0.54,,,,,0.0,
7.138776,8.445020833333333,,,,,8.44,
2.260898,0.225,,,,,0.0,
6.501636,7.220000000000001,,,,,7.37,
1.6381163,2.2750000000000004,,,,,0.0,
5.3040329,6.285,,,,,6.46,
2.219771,0.165,,,,,0.0,
7.11848,8.674999999999999,,,,,8.81,
2.195011,0.075,,,,,0.0,
6.790884,7.81,,,,,7.8100000000000005,
1.775,0.6849999999999999,,,,,0.0,
4.1527441,5.765000000000001,,,,,5.79,
1.92494,1.495,,,,,0.0,
5.3356,6.81,,,,,6.8100000000000005,
2.246113,0.09,,,,,0.0,
5.381181,6.475020833333334,,,,,6.47,
1.9299999,0.485,,,,,0.0,
4.294296,5.665,,,,,5.89,
2.610613,1.11,,,,,0.0,
6.638193,6.135000000000001,,,,,8.34,
2.418487,2.4250000000000003,,,,,0.0,
5.56661,6.585,,,,,6.6000000000000005,
2.0550001,0.095,,,,,0.0,
5.6129491,6.57,,,,,6.66,
2.294785,0.54,,,,,0.0,
7.695427,9.23,,,,,9.24,
2.567191,1.03,,,,,0.0,
7.068706,6.285,,,,,7.7700000000000005,
1.23,0.075,,,,,0.0,
3.5002176,4.215000000000001,,,,,4.5600000000000005,
1.651247,0.09,,,,,0.0,
4.790906,6.375020833333333,,,,,6.37,
2.326516,0.0,,,,,0.0,
5.116211,5.8950000000000005,,,,,6.04,
1.72,0.21,,,,,0.0,
3.8590933,5.0600000000000005,,,,,5.09,
2.149562,0.25,,,,,0.0,
5.018486,6.07,,,,,6.1000000000000005,
2.8824,0.25,,,,,0.0,
5.539666,6.608322916666666,,,,,6.6000000000000005,
1.7627375,0.095,,,,,0.0,
6.4894607,7.3950000000000005,,,,,7.59,
2.359637,0.125,,,,,0.0,
9.249567,10.448322916666667,,,,,10.44,
2.205881,0.42000000000000004,,,,,0.0,
7.96214,8.834999999999999,,,,,8.84,
1.89,0.63,,,,,0.0,
4.7258906,5.6450000000000005,,,,,6.0600000000000005,
2.364626,0.12,,,,,0.0,
6.094393,7.4350000000000005,,,,,7.74,
1.991022,0.705,,,,,0.0,
5.572336,6.25,,,,,6.4,
1.0955007,0.0,,,,,0.0,
2.9537163,4.44,,,,,4.63,
1.958804,0.8,,,,,0.0,
4.68052,5.905,,,,,6.04,
2.453734,0.27,,,,,0.0,
4.760642,5.54,,,,,5.54,
1.135,1.95,,,,,0.0,
3.3178655,3.8449999999999998,,,,,4.16,
1.988776,1.89,,,,,0.0,
4.888845,6.65,,,,,6.7,
2.389472,0.0,,,,,0.0,
5.27877,5.96,,,,,6.0,
1.16,0.0,,,,,0.0,
4.2629326,5.430000000000001,,,,,5.66,
2.079083,0.215,,,,,0.0,
6.215226,7.65,,,,,7.94,
1.851001,0.085,,,,,0.0,
5.545794,6.425000000000001,,,,,6.54,
1.735,0.11499999999999999,,,,,0.0,
3.5773773,4.555000000000001,,,,,4.83,
2.34966,1.07,,,,,0.0,
4.806382,6.475020833333334,,,,,6.47,
2.074562,0.8049999999999999,,,,,0.0,
4.290875,5.44,,,,,5.54,
1.3049999,0.03,,,,,0.0,
3.6242837,4.79,,,,,4.89,
1.945351,0.2,,,,,0.0,
5.098413,6.34165625,,,,,6.34,
1.8284,0.17,,,,,0.0,
4.588686,4.5,,,,,5.54,
2.27,0.03,,,,,0.0,
7.3271149,8.559999999999999,,,,,8.89,
2.075057,0.5549999999999999,,,,,0.0,
8.515646,9.77,,,,,9.91,
1.879091,0.0,,,,,0.0,
8.105381,7.180000000000001,,,,,8.81,
1.465,0.27,,,,,0.0,
4.155,5.175000000000001,,,,,5.32,
2.197596,1.415,,,,,0.0,
5.961451,7.01,,,,,7.01,
2.375576,0.74,,,,,0.0,
5.737644,6.19,,,,,6.2700000000000005,
1.4400001,0.28,,,,,0.0,
4.6182001,6.028322916666666,,,,,6.0200000000000005,
1.876671,0.1,,,,,0.0,
6.014775,7.03,,,,,7.04,
2.564749,0.97,,,,,0.0,
6.75541,6.275,,,,,7.67,
1.635,0.185,,,,,0.0,
6.235,7.96,,,,,7.96,
2.335324,0.6799999999999999,,,,,0.0,
9.024766,10.295,,,,,10.61,
2.590185,0.63,,,,,0.0,
8.829349,9.225,,,,,9.74,
1.510442,2.1450000000000005,,,,,0.0,
5.5072015,6.285,,,,,7.22,
1.990355,0.065,,,,,0.0,
7.240396,8.385,,,,,8.47,
2.387125,0.16,,,,,0.0,
7.932928,8.978322916666666,,,,,8.97,
1.245,0.0,,,,,0.0,
5.9457349,7.720000000000001,,,,,7.82,
2.370882,0.015,,,,,0.0,
9.458439,10.465,,,,,11.24,
2.205558,0.0,,,,,0.0,
8.637031,8.52,,,,,9.370000000000001,
1.415,0.125,,,,,0.0,
2.9723123,4.5600000000000005,,,,,4.63,
2.239909,0.505,,,,,0.0,
4.354355,5.680000000000001,,,,,5.94,
2.074294,0.22,,,,,0.0,
4.035828,4.745,,,,,4.7700000000000005,
1.24,0.37,,,,,0.0,
4.3822803,5.390000000000001,,,,,5.79,
2.139093,0.9949999999999999,,,,,0.0,
6.487026,7.776666666666666,,,,,7.7700000000000005,
2.241471,0.06,,,,,0.0,
6.340705,7.015000000000001,,,,,7.04,
1.352237,0.05500000000000001,,,,,0.0,
4.26,5.465000000000001,,,,,5.82,
2.180045,0.16,,,,,0.0,
6.091156,7.260000000000001,,,,,7.47,
2.152225,0.0,,,,,0.0,
5.988853,6.908322916666667,,,,,6.9,
2.2249999,0.765,,,,,0.0,
6.5349793,7.965000000000001,,,,,7.99,
2.256326,0.13,,,,,0.0,
7.899425,8.68,,,,,9.14,
2.163562,1.15,,,,,0.0,
7.92002,7.575,,,,,8.61,
1.9914409,0.095,,,,,0.0,
4.0919601,5.295,,,,,5.62,
2.419501,0.25,,,,,0.0,
5.221182,6.535,,,,,6.57,
2.243487,0.57,,,,,0.0,
5.073515,5.6066666666666665,,,,,5.6000000000000005,
1.585,0.155,,,,,0.0,
2.9229079,4.3966666666666665,,,,,4.39,
2.209977,1.715,,,,,0.0,
4.046177,5.035,,,,,5.14,
2.241613,0.21,,,,,0.0,
3.954626,4.906666666666666,,,,,4.9,
1.54,0.045,,,,,0.0,
5.3853559,7.08,,,,,7.16,
1.717873,0.0,,,,,0.0,
6.652934,5.9350000000000005,,,,,8.01,
1.809131,0.0,,,,,0.0,
6.670986,7.390000000000001,,,,,7.47,
2.045,0.42000000000000004,,,,,0.0,
4.112499,5.2700000000000005,,,,,5.39,
1.953663,0.44999999999999996,,,,,0.0,
4.715056,5.575,,,,,6.07,
1.50479,0.0,,,,,0.0,
4.211844,4.630000000000001,,,,,4.8,
1.215,0.30500000000000005,,,,,0.0,
2.8524095,4.505000000000001,,,,,4.53,
1.921546,0.29000000000000004,,,,,0.0,
4.045805,5.44,,,,,5.44,
1.879557,0.155,,,,,0.0,
3.848994,6.675000000000001,,,,,6.7,
1.6950001,0.495,,,,,0.0,
5.7062069,7.46,,,,,7.46,
1.775964,0.0,,,,,0.0,
7.906154,9.81165625,,,,,9.81,
1.864662,0.085,,,,,0.0,
7.152726,7.405,,,,,7.97,
1.34,0.2,,,,,0.0,
3.4094579,4.605,,,,,4.73,
1.932501,0.165,,,,,0.0,
4.827088,5.6850000000000005,,,,,6.07,
1.487984,0.19,,,,,0.0,
4.13337,4.515000000000001,,,,,4.7700000000000005,
1.3214286,0.03,,,,,0.0,
6.4827994,7.555000000000001,,,,,7.86,
2.304762,0.15,,,,,0.0,
10.761067,12.245,,,,,12.38,
1.770468,0.05,,,,,0.0,
9.040035,8.66,,,,,9.81,
2.2449999,0.0,,,,,0.0,
6.1081032,7.845000000000001,,,,,7.86,
1.626221,0.71,,,,,0.0,
7.032371,8.45,,,,,8.47,
1.319849,0.125,,,,,0.0,
6.496286,7.105,,,,,7.11,
1.24,0.07,,,,,0.0,
3.7516804,4.91,,,,,5.19,
2.122007,0.0,,,,,0.0,
5.524705,7.0600000000000005,,,,,7.2700000000000005,
1.24672,0.35,,,,,0.0,
4.556917,5.380000000000001,,,,,5.44,
1.4450001,1.44,,,,,0.0,
3.2837265,4.955,,,,,4.96,
1.82585,1.36,,,,,0.0,
4.274109,5.635000000000001,,,,,5.74,
2.056409,0.14500000000000002,,,,,0.0,
4.41818,5.035,,,,,5.07,
2.1300001,1.565,,,,,0.0,
5.4911035,6.595020833333334,,,,,6.59,
2.172706,0.87,,,,,0.0,
6.488859,7.985,,,,,8.040000000000001,
1.916253,0.31500000000000006,,,,,0.0,
6.138782,6.755000000000001,,,,,6.91,
0.855,0.45999999999999996,,,,,0.0,
2.3020225,3.3049999999999997,,,,,3.39,
2.599327,0.48,,,,,0.0,
4.83947,6.04,,,,,6.04,
1.836073,0.12,,,,,0.0,
3.76383,4.630000000000001,,,,,4.67,
1.4421641,0.28,,,,,0.0,
5.4103356,7.03,,,,,7.09,
2.058163,0.23,,,,,0.0,
8.858854,8.52,,,,,10.34,
1.83542,0.815,,,,,0.0,
6.867174,7.476666666666667,,,,,7.47,
0.95,3.4400000000000004,,,,,0.0,
4.435,6.2700000000000005,,,,,6.79,
1.957635,0.0050000000000000044,,,,,0.0,
7.269218,8.41,,,,,8.71,
1.202268,1.525,,,,,0.0,
5.98396,6.245,,,,,6.640000000000001,
1.46,0.665,,,,,0.0,
3.9906533,5.745,,,,,5.99,
2.124835,0.05,,,,,0.0,
6.081029,6.705,,,,,7.5,
1.743916,0.29500000000000004,,,,,0.0,
5.336461,6.208322916666667,,,,,6.2,
2.035,0.39,,,,,0.0,
4.6037674,6.25,,,,,6.82,
2.293419,0.0,,,,,0.0,
5.706989,6.590000000000001,,,,,7.24,
1.582303,0.395,,,,,0.0,
4.891017,5.54,,,,,5.54,
1.5312585,0.0,,,,,0.0,
6.2005283,7.585,,,,,8.46,
2.160216,0.57,,,,,0.0,
9.6275,11.075,,,,,11.55,
2.616793,0.30500000000000005,,,,,0.0,
9.136622,7.5,,,,,9.78,
1.615,0.47,,,,,0.0,
4.0383924,5.96165625,,,,,5.96,
1.896344,1.795,,,,,0.0,
5.093062,6.130000000000001,,,,,6.44,
1.875958,0.9299999999999999,,,,,0.0,
4.968121,5.573333333333333,,,,,5.57,
1.58,1.09,,,,,0.0,
3.864922,5.255000000000001,,,,,5.49,
2.21782,0.0,,,,,0.0,
5.359834,7.245,,,,,7.3100000000000005,
2.348021,0.45999999999999996,,,,,0.0,
5.34619,6.073333333333333,,,,,6.07,
1.8304603,0.665,,,,,0.0,
5.604345,7.36,,,,,7.49,
2.095238,0.30500000000000005,,,,,0.0,
7.221629,8.28,,,,,8.61,
1.723118,0.015,,,,,0.0,
6.534091,7.285,,,,,7.3,
2.01,0.0,,,,,0.0,
8.255,9.16,,,,,9.59,
2.496083,0.31500000000000006,,,,,0.0,
11.638881,13.185020833333333,,,,,13.18,
1.756519,0.0,,,,,0.0,
9.518179,9.555,,,,,10.24,
1.345,0.11000000000000001,,,,,0.0,
6.941039,7.135000000000001,,,,,8.620000000000001,
2.178571,0.39,,,,,0.0,
10.842443,12.065,,,,,12.21,
2.148196,0.0,,,,,0.0,
9.528345,8.725,,,,,10.14,
2.215,2.8200000000000003,,,,,0.0,
4.5948857,6.1850000000000005,,,,,6.49,
2.323878,0.255,,,,,0.0,
5.387579,6.275,,,,,6.94,
2.226796,0.19,,,,,0.0,
5.357775,5.975020833333334,,,,,5.97,
1.35,0.9750000000000001,,,,,0.0,
4.286247,6.095020833333334,,,,,6.09,
1.472001,0.84,,,,,0.0,
5.707594,6.215000000000001,,,,,7.24,
1.562273,0.18,,,,,0.0,
5.844895,6.21,,,,,6.3,
1.125,0.42500000000000004,,,,,0.0,
3.2076771,4.755000000000001,,,,,4.89,
1.807988,0.43000000000000005,,,,,0.0,
4.644444,5.57,,,,,5.84,
1.273098,0.33999999999999997,,,,,0.0,
4.016051,4.605020833333334,,,,,4.6000000000000005,
1.7,0.545,,,,,0.0,
4.5682406,6.115,,,,,6.22,
1.805547,0.045,,,,,0.0,
5.763318,7.1433333333333335,,,,,7.140000000000001,
1.982777,0.945,,,,,0.0,
5.738157,6.475020833333334,,,,,6.47,
2.21,0.24000000000000002,,,,,0.0,
5.243804,7.093333333333334,,,,,7.09,
1.808078,0.13,,,,,0.0,
5.667979,6.635000000000001,,,,,6.7700000000000005,
1.842236,0.27,,,,,0.0,
5.577592,6.050000000000001,,,,,6.24,
1.95,0.065,,,,,0.0,
7.2435715,8.826666666666666,,,,,8.82,
2.15017,0.57,,,,,0.0,
10.213931,11.879999999999999,,,,,11.88,
1.615138,0.23500000000000001,,,,,0.0,
8.441314,8.665,,,,,9.040000000000001,
1.995,0.11000000000000001,,,,,0.0,
4.1471931,6.46165625,,,,,6.46,
1.611474,1.925,,,,,0.0,
5.366776,6.6450000000000005,,,,,6.7700000000000005,
1.243224,0.44500000000000006,,,,,0.0,
4.104411,4.61,,,,,4.7,
1.715,0.08,,,,,0.0,
4.7239477,6.8100000000000005,,,,,6.86,
1.943768,0.065,,,,,0.0,
6.022723,7.015000000000001,,,,,7.24,
1.813049,0.41000000000000003,,,,,0.0,
5.561168,5.970000000000001,,,,,6.2,
1.4925,0.05500000000000001,,,,,0.0,
3.6559247,5.595020833333334,,,,,5.59,
2.119902,0.06,,,,,0.0,
5.22505,6.25,,,,,6.57,
1.854144,0.29000000000000004,,,,,0.0,
4.664653,5.5,,,,,5.5,
1.6849999,0.125,,,,,0.0,
8.7598421,10.94,,,,,11.05,
2.66749,0.10500000000000001,,,,,0.0,
13.77822,14.31,,,,,15.25,
1.97686,0.9349999999999999,,,,,0.0,
11.470921,12.116666666666667,,,,,12.11,
1.645,0.04000000000000001,,,,,0.0,
5.8327709,7.390000000000001,,,,,7.46,
2.269945,0.585,,,,,0.0,
9.246664,10.78165625,,,,,10.78,
2.679822,0.0,,,,,0.0,
8.571743,9.344999999999999,,,,,9.38,
2.0650001,0.14,,,,,0.0,
5.8236117,7.3933333333333335,,,,,7.390000000000001,
1.95266,0.04000000000000001,,,,,0.0,
7.706373,8.325,,,,,8.91,
1.79093,0.275,,,,,0.0,
6.919051,7.6433333333333335,,,,,7.640000000000001,
0.99,0.41500000000000004,,,,,0.0,
3.5299158,5.16165625,,,,,5.16,
2.411854,0.05,,,,,0.0,
5.882634,7.1433333333333335,,,,,7.140000000000001,
1.267354,0.515,,,,,0.0,
4.702009,5.085,,,,,5.34,
1.335,1.345,,,,,0.0,
3.9556817,5.615,,,,,5.76,
2.133191,0.355,,,,,0.0,
5.875351,7.276666666666666,,,,,7.2700000000000005,
1.600369,0.155,,,,,0.0,
5.052057,5.300000000000001,,,,,5.64,
2.0250001,0.06,,,,,0.0,
3.5479567,5.1000000000000005,,,,,5.12,
2.220991,0.54,,,,,0.0,
4.354495,5.706666666666667,,,,,5.7,
1.989849,0.035,,,,,0.0,
4.043051,4.590000000000001,,,,,4.7700000000000005,
2.915,0.035,,,,,0.0,
6.7289887,6.1850000000000005,,,,,8.46,
2.017653,0.42000000000000004,,,,,0.0,
8.127639,9.445,,,,,9.68,
2.00806,1.095,,,,,0.0,
6.921771,6.760000000000001,,,,,7.640000000000001,
2.1657441,0.12,,,,,0.0,
5.0822683,6.1850000000000005,,,,,6.66,
2.239909,0.61,,,,,0.0,
6.591552,7.776666666666666,,,,,7.7700000000000005,
2.098365,0.12,,,,,0.0,
6.091988,6.708322916666667,,,,,6.7,
1.93,0.0,,,,,0.0,
6.6176901,6.035,,,,,8.36,
2.331783,0.195,,,,,0.0,
9.778916,11.15,,,,,11.34,
